"frame","date","time"
"image_000696.png","02/04/23","07:37:25"
"image_000697.png","02/04/23","07:37:26"
"image_000698.png","02/04/23","07:37:27"
"image_000699.png","02/04/23","07:37:28"
"image_000700.png","02/04/23","07:37:29"
